CustomerID,Gender,Age,Tenure_Months,Contract_Type,Payment_Method,Monthly_Charges_INR,Total_Charges_INR,Tech_Support,Paperless_Billing,Churn
CUST-1624,Male,40,60,One year,Credit Card,2141.57,128460.66,No,Yes,0
CUST-1625,Female,25,12,Month-to-month,Bank Transfer,1650.87,19766.83,No,Yes,0
CUST-1626,Male,64,49,Month-to-month,Credit Card,1577.63,77285.61,No,Yes,1
CUST-1627,Female,54,42,One year,Credit Card,857.0,35966.03,No,No,0
CUST-1628,Male,20,38,Two year,Mailed Check,1962.94,74593.25,Yes,Yes,0
CUST-1629,Male,68,45,Two year,UPI / Electronic,478.67,21500.39,No,No,0
CUST-1630,Male,50,35,One year,UPI / Electronic,2332.43,81660.23,Yes,No,0
CUST-1631,Female,45,30,Month-to-month,Mailed Check,1015.81,30514.92,Yes,Yes,0
CUST-1632,Male,64,30,Month-to-month,Bank Transfer,580.1,17427.34,No,Yes,0
CUST-1633,Male,25,6,Two year,Mailed Check,1272.21,7636.54,No,Yes,0
CUST-1634,Female,51,67,Month-to-month,Credit Card,392.43,26328.88,No,Yes,0
CUST-1635,Female,52,7,Month-to-month,UPI / Electronic,1805.18,12655.75,Yes,Yes,1
CUST-1636,Male,49,52,Month-to-month,Mailed Check,2284.95,118768.46,No,Yes,0
CUST-1637,Male,41,14,One year,Bank Transfer,2140.98,29963.13,No,No,0
CUST-1638,Female,31,15,Two year,Mailed Check,579.21,8723.25,No,Yes,0
CUST-1639,Female,49,21,Month-to-month,UPI / Electronic,576.8,12097.39,Yes,Yes,0
CUST-1640,Female,63,35,Month-to-month,Mailed Check,2088.56,73053.12,No,No,1
CUST-1641,Female,60,66,One year,Mailed Check,2332.36,153960.38,No,No,0
CUST-1642,Female,33,2,Two year,UPI / Electronic,1312.47,2655.14,Yes,Yes,0
CUST-1643,Male,21,35,Month-to-month,Credit Card,1396.74,48851.96,No,No,0
CUST-1644,Female,69,20,Month-to-month,Credit Card,999.18,19987.33,No,Yes,1
CUST-1645,Male,54,10,Month-to-month,UPI / Electronic,2266.38,22633.0,Yes,Yes,0
CUST-1646,Male,38,25,Two year,Mailed Check,1717.79,42966.67,Yes,Yes,0
CUST-1647,Male,31,66,Month-to-month,UPI / Electronic,933.15,61565.06,Yes,Yes,1
CUST-1648,Female,48,25,Month-to-month,Credit Card,956.32,23889.62,No,No,0
CUST-1649,Male,65,54,One year,Bank Transfer,2259.64,122055.06,Yes,No,0
CUST-1650,Male,35,33,One year,Mailed Check,328.99,10854.3,No,No,1
CUST-1651,Female,24,36,Month-to-month,Credit Card,1009.0,36340.98,No,Yes,1
CUST-1652,Male,27,14,Two year,Mailed Check,1518.58,21250.36,No,Yes,0
CUST-1653,Male,24,65,Month-to-month,UPI / Electronic,625.08,40610.0,Yes,Yes,0
CUST-1654,Female,50,54,One year,Bank Transfer,501.62,27100.03,Yes,Yes,0
CUST-1655,Male,40,52,Month-to-month,UPI / Electronic,2092.61,108781.21,No,No,1
CUST-1656,Male,38,3,One year,Bank Transfer,2266.69,6787.37,No,No,1
CUST-1657,Male,36,41,Month-to-month,Mailed Check,2110.93,86519.03,No,Yes,1
CUST-1658,Female,65,6,Two year,Mailed Check,2276.33,13677.56,Yes,Yes,0
CUST-1659,Female,36,25,One year,UPI / Electronic,1515.85,37940.67,Yes,Yes,0
CUST-1660,Female,53,13,One year,Bank Transfer,2085.97,27167.16,No,Yes,0
CUST-1661,Male,46,8,One year,Bank Transfer,1143.89,9146.15,Yes,Yes,0
CUST-1662,Male,35,21,One year,Mailed Check,1764.79,37035.84,No,Yes,0
CUST-1663,Female,19,68,Month-to-month,UPI / Electronic,2474.44,168256.2,No,Yes,1
CUST-1664,Male,18,25,Month-to-month,Bank Transfer,795.6,19924.73,Yes,Yes,0
CUST-1665,Male,64,68,Two year,Mailed Check,1156.78,78631.64,No,Yes,0
CUST-1666,Female,22,45,Month-to-month,Credit Card,1355.1,61024.71,No,Yes,1
CUST-1667,Female,37,60,One year,UPI / Electronic,602.63,36141.99,Yes,No,0
CUST-1668,Male,28,12,Two year,Credit Card,477.28,5775.94,No,Yes,0
CUST-1669,Male,59,32,Month-to-month,UPI / Electronic,2124.39,68014.34,Yes,No,0
CUST-1670,Male,19,13,One year,Mailed Check,2447.95,31854.21,No,Yes,0
CUST-1671,Female,20,31,Month-to-month,Bank Transfer,1189.4,36853.19,Yes,Yes,0
CUST-1672,Female,40,20,One year,Bank Transfer,491.83,9787.48,No,Yes,0
CUST-1673,Female,29,18,Month-to-month,Bank Transfer,443.79,7976.43,No,Yes,0
CUST-1674,Female,37,60,Month-to-month,UPI / Electronic,2259.9,135574.18,No,No,0
CUST-1675,Male,22,63,One year,Mailed Check,1319.39,83075.31,Yes,Yes,0
CUST-1676,Female,54,6,Two year,Credit Card,1003.06,6018.9,No,No,0
CUST-1677,Female,55,32,One year,Mailed Check,1347.21,43101.02,Yes,No,0
CUST-1678,Female,47,43,Month-to-month,Credit Card,999.27,42982.07,No,Yes,1
CUST-1679,Female,26,2,Month-to-month,UPI / Electronic,1374.88,2761.88,No,Yes,1
CUST-1680,Female,51,60,One year,UPI / Electronic,2190.02,131363.27,Yes,No,0
CUST-1681,Male,61,23,Month-to-month,Credit Card,1602.06,36895.08,Yes,Yes,1
CUST-1682,Male,52,31,Two year,Credit Card,1827.24,56613.13,No,No,0
CUST-1683,Female,69,5,Two year,Credit Card,1101.28,5500.93,Yes,Yes,0
CUST-1684,Male,39,34,One year,Mailed Check,1923.71,65404.95,No,Yes,0
CUST-1685,Female,61,10,Two year,Credit Card,1765.56,17686.91,Yes,Yes,0
CUST-1686,Female,41,2,Month-to-month,UPI / Electronic,562.04,1084.0,Yes,Yes,1
CUST-1687,Male,34,11,One year,UPI / Electronic,1558.81,17139.77,No,No,1
CUST-1688,Male,27,50,Month-to-month,Bank Transfer,863.84,43204.85,No,Yes,1
CUST-1689,Female,47,31,Two year,Credit Card,2068.01,64079.83,No,No,0
CUST-1690,Female,63,56,Month-to-month,Mailed Check,1236.06,69232.11,Yes,Yes,1
CUST-1691,Female,40,9,One year,Mailed Check,2487.31,22428.16,No,Yes,0
CUST-1692,Male,49,21,Two year,Mailed Check,502.5,10602.25,Yes,Yes,0
CUST-1693,Female,34,28,Month-to-month,Bank Transfer,2015.77,56394.81,No,Yes,1
CUST-1694,Female,67,62,Month-to-month,UPI / Electronic,1781.14,110404.24,No,Yes,1
CUST-1695,Female,68,7,One year,Mailed Check,1987.5,13893.53,No,Yes,0
CUST-1696,Male,34,16,Month-to-month,UPI / Electronic,975.57,15599.03,No,No,1
CUST-1697,Female,31,4,Month-to-month,Bank Transfer,1381.52,5500.31,No,Yes,1
CUST-1698,Female,26,4,Month-to-month,Credit Card,2051.32,8175.63,No,Yes,1
CUST-1699,Male,57,40,Month-to-month,Credit Card,810.59,32469.06,No,No,0
CUST-1700,Female,19,17,Two year,Credit Card,796.27,13578.44,No,No,0
CUST-1701,Female,62,52,One year,Mailed Check,1511.31,78542.82,Yes,Yes,0
CUST-1702,Male,42,52,Month-to-month,Credit Card,1450.84,75427.56,Yes,Yes,0
CUST-1703,Female,56,36,Month-to-month,Mailed Check,919.98,33109.79,No,No,1
CUST-1704,Male,26,38,Month-to-month,Bank Transfer,954.77,36255.16,Yes,Yes,0
CUST-1705,Male,39,50,Month-to-month,Bank Transfer,910.26,45525.89,Yes,Yes,1
CUST-1706,Female,60,63,Month-to-month,Mailed Check,1996.33,125782.83,Yes,Yes,0
CUST-1707,Female,63,63,Month-to-month,UPI / Electronic,1733.18,109225.39,No,No,0
CUST-1708,Female,21,62,Month-to-month,Credit Card,2130.32,132103.93,Yes,Yes,0
CUST-1709,Female,43,7,One year,Credit Card,2445.04,17119.54,Yes,No,1
CUST-1710,Male,46,27,Month-to-month,Credit Card,1342.16,36253.68,Yes,Yes,0
CUST-1711,Female,62,14,One year,Mailed Check,445.73,6217.62,No,No,0
CUST-1712,Male,51,71,One year,Bank Transfer,404.8,28750.11,No,Yes,0
CUST-1713,Female,40,5,One year,Credit Card,949.46,4746.22,No,Yes,1
CUST-1714,Female,54,55,One year,Bank Transfer,2350.6,129246.33,No,No,1
CUST-1715,Female,28,2,Month-to-month,Credit Card,1450.07,2874.39,No,Yes,0
CUST-1716,Male,23,62,Two year,Credit Card,896.93,55588.83,Yes,Yes,0
CUST-1717,Female,35,21,One year,Mailed Check,1177.17,24763.0,Yes,Yes,0
CUST-1718,Female,38,21,Month-to-month,UPI / Electronic,1615.91,33907.15,Yes,Yes,1
CUST-1719,Female,59,10,Two year,Mailed Check,1735.49,17333.82,Yes,Yes,0
CUST-1720,Female,53,58,One year,Credit Card,637.62,36968.9,No,No,0
CUST-1721,Male,58,39,Month-to-month,Credit Card,2448.47,95506.7,No,Yes,0
CUST-1722,Female,55,5,Month-to-month,UPI / Electronic,1497.5,7449.32,No,Yes,1
CUST-1723,Male,51,65,Month-to-month,Bank Transfer,597.51,38883.54,No,Yes,1
CUST-1724,Male,34,13,Two year,Bank Transfer,2265.0,29481.56,No,No,0
CUST-1725,Male,54,53,One year,Credit Card,463.2,24557.32,Yes,No,0
CUST-1726,Male,42,45,Two year,Bank Transfer,2296.02,103338.3,Yes,Yes,0
CUST-1727,Male,55,32,One year,Credit Card,2491.44,79677.75,No,Yes,1
CUST-1728,Male,29,36,Month-to-month,UPI / Electronic,1839.95,66222.09,No,No,1
CUST-1729,Female,40,60,Month-to-month,UPI / Electronic,1993.98,119668.37,Yes,Yes,0
CUST-1730,Male,59,11,One year,Credit Card,1041.07,11409.52,No,No,0
CUST-1731,Male,39,63,One year,UPI / Electronic,2370.47,149317.84,No,No,0
CUST-1732,Male,38,21,Two year,Mailed Check,1464.37,30760.3,No,No,0
CUST-1733,Female,44,52,Month-to-month,Mailed Check,1910.25,99308.64,No,Yes,0
CUST-1734,Female,48,55,Month-to-month,UPI / Electronic,2332.04,128305.6,Yes,No,1
CUST-1735,Male,23,26,One year,Credit Card,2444.4,63517.51,Yes,No,0
CUST-1736,Female,44,68,One year,Credit Card,2132.05,145009.14,No,Yes,0
CUST-1737,Male,57,34,One year,UPI / Electronic,965.64,32832.55,Yes,Yes,0
CUST-1738,Male,51,52,One year,Bank Transfer,2425.4,126145.83,No,Yes,0
CUST-1739,Female,29,52,Month-to-month,Mailed Check,1680.86,87385.79,No,Yes,1
CUST-1740,Male,62,29,One year,Bank Transfer,2346.41,68047.34,Yes,Yes,0
CUST-1741,Female,24,38,One year,Credit Card,1786.43,67920.02,No,Yes,1
CUST-1742,Female,27,42,Two year,Credit Card,974.93,40943.75,No,Yes,0
CUST-1743,Male,62,21,Two year,Bank Transfer,1113.05,23360.02,Yes,Yes,0
CUST-1744,Male,34,42,Month-to-month,UPI / Electronic,1510.04,63425.3,No,Yes,1
CUST-1745,Female,43,13,Month-to-month,Bank Transfer,2037.03,26503.13,No,No,1
CUST-1746,Male,38,64,Two year,Bank Transfer,998.56,63902.2,No,No,0
CUST-1747,Male,45,17,Month-to-month,Mailed Check,1574.41,26808.86,Yes,Yes,0
CUST-1748,Male,63,9,Two year,Mailed Check,1059.37,9513.82,No,Yes,0
CUST-1749,Female,19,41,Month-to-month,Bank Transfer,2093.69,85838.84,No,Yes,0
CUST-1750,Female,60,1,One year,Bank Transfer,1325.8,1351.49,Yes,No,1
CUST-1751,Male,18,2,Two year,Credit Card,467.79,954.49,Yes,No,0
CUST-1752,Female,68,60,Two year,Mailed Check,664.32,39895.56,No,No,0
CUST-1753,Female,53,48,Month-to-month,Mailed Check,433.43,20854.32,Yes,Yes,0
CUST-1754,Female,68,29,One year,Credit Card,1397.47,40519.32,No,No,0
CUST-1755,Female,43,10,Month-to-month,UPI / Electronic,532.94,5290.52,No,Yes,0
CUST-1756,Female,46,58,Month-to-month,Mailed Check,550.11,31859.42,No,No,0
CUST-1757,Male,38,60,One year,Mailed Check,2369.31,142181.29,Yes,Yes,0
CUST-1758,Male,28,21,One year,UPI / Electronic,2218.84,46633.04,No,No,0
CUST-1759,Male,57,28,Two year,Mailed Check,1293.59,36192.59,No,Yes,0
CUST-1760,Female,28,34,Month-to-month,Mailed Check,2467.77,83870.02,No,No,1
CUST-1761,Female,53,8,Month-to-month,UPI / Electronic,299.41,2351.5,No,No,0
CUST-1762,Male,66,59,Month-to-month,UPI / Electronic,1649.75,97367.52,No,Yes,1
CUST-1763,Female,56,49,Month-to-month,Bank Transfer,1655.14,81083.0,No,Yes,0
CUST-1764,Male,57,17,Month-to-month,Credit Card,1305.37,22181.46,No,No,0
CUST-1765,Male,52,60,One year,Credit Card,1172.29,70337.68,No,Yes,0
CUST-1766,Male,51,45,Month-to-month,UPI / Electronic,1300.84,58571.75,No,Yes,0
CUST-1767,Female,64,69,Two year,UPI / Electronic,1211.91,83636.87,No,Yes,0
CUST-1768,Female,41,32,Two year,Mailed Check,1906.08,61006.07,Yes,Yes,0
CUST-1769,Male,39,44,One year,Bank Transfer,596.78,26225.89,Yes,Yes,0
CUST-1770,Male,22,65,Two year,Bank Transfer,733.81,47698.97,No,Yes,0
CUST-1771,Male,50,8,One year,UPI / Electronic,696.14,5590.66,No,Yes,1
CUST-1772,Male,53,43,Month-to-month,Mailed Check,876.44,37734.25,No,Yes,1
CUST-1773,Female,64,1,Month-to-month,Mailed Check,1454.57,1424.71,No,No,1
CUST-1774,Female,37,51,Month-to-month,Credit Card,543.66,27677.61,Yes,No,0
CUST-1775,Male,36,24,One year,Credit Card,2208.97,52972.81,No,No,0
CUST-1776,Male,52,24,Two year,Mailed Check,953.2,22864.39,Yes,Yes,0
CUST-1777,Female,69,17,Month-to-month,Credit Card,656.58,11193.91,No,No,0
CUST-1778,Female,60,5,Two year,UPI / Electronic,1785.37,8877.56,No,Yes,0
CUST-1779,Male,34,20,One year,Mailed Check,382.79,7651.47,No,Yes,0
CUST-1780,Male,62,21,Month-to-month,Credit Card,1662.93,34904.45,No,No,1
CUST-1781,Male,60,58,Two year,Bank Transfer,1835.04,106387.57,No,No,0
CUST-1782,Female,51,31,Month-to-month,Mailed Check,771.82,23921.44,No,No,1
CUST-1783,Female,26,11,Month-to-month,Mailed Check,391.32,4279.99,Yes,No,1
CUST-1784,Female,43,52,One year,Bank Transfer,1099.02,57134.23,Yes,Yes,0
CUST-1785,Male,19,15,Month-to-month,UPI / Electronic,515.91,7759.21,No,Yes,1
CUST-1786,Male,26,7,One year,Bank Transfer,555.25,3888.91,No,No,1
CUST-1787,Female,26,28,Month-to-month,Mailed Check,858.37,23996.82,No,Yes,1
CUST-1788,Female,57,51,Month-to-month,UPI / Electronic,949.03,48446.67,No,Yes,0
CUST-1789,Male,34,58,Two year,Credit Card,1464.93,84979.53,Yes,No,0
CUST-1790,Female,18,5,Month-to-month,Credit Card,1791.46,8983.89,No,No,1
CUST-1791,Female,42,5,Month-to-month,Credit Card,1603.1,7973.42,No,Yes,0
CUST-1792,Male,60,8,Month-to-month,Mailed Check,625.39,4957.83,Yes,No,0
CUST-1793,Female,57,64,Two year,Bank Transfer,677.59,,Yes,No,0
CUST-1794,Male,59,10,Month-to-month,UPI / Electronic,2232.29,22291.78,No,No,1
CUST-1795,Male,42,38,Month-to-month,Credit Card,1527.38,58031.88,Yes,Yes,1
CUST-1796,Male,56,8,Month-to-month,UPI / Electronic,2212.86,17746.46,Yes,Yes,1
CUST-1797,Male,52,25,Month-to-month,Mailed Check,1116.4,,Yes,Yes,0
CUST-1798,Male,20,66,Two year,Credit Card,1650.68,108923.91,No,Yes,0
CUST-1799,Male,67,50,One year,Mailed Check,1451.06,72559.19,No,Yes,0
CUST-1800,Male,54,67,Month-to-month,Bank Transfer,1001.07,67032.88,No,Yes,0
CUST-1801,Female,61,49,One year,Mailed Check,1332.81,65318.64,No,Yes,1
CUST-1802,Male,61,36,Month-to-month,Mailed Check,1404.48,50568.12,Yes,No,0
CUST-1803,Male,68,68,Two year,Bank Transfer,740.7,50396.8,No,Yes,0
CUST-1804,Female,47,41,Two year,UPI / Electronic,992.02,40721.49,Yes,No,0
CUST-1805,Female,55,62,Month-to-month,Bank Transfer,2040.1,126461.29,Yes,No,1
CUST-1806,Female,51,10,Two year,Bank Transfer,2313.73,23138.27,No,Yes,1
CUST-1807,Male,29,21,One year,Mailed Check,1090.55,22942.44,No,No,0
CUST-1808,Female,36,36,Month-to-month,UPI / Electronic,974.34,35104.76,No,Yes,1
CUST-1809,Male,54,12,Month-to-month,Credit Card,728.43,8739.9,No,Yes,0
CUST-1810,Male,61,2,Month-to-month,Bank Transfer,1791.68,3627.9,No,No,1
CUST-1811,Male,66,13,One year,UPI / Electronic,1009.82,13083.38,Yes,Yes,0
CUST-1812,Male,34,53,Two year,Bank Transfer,2472.05,131061.75,Yes,No,0
CUST-1813,Female,27,32,One year,Bank Transfer,1015.51,32451.37,Yes,Yes,0
CUST-1814,Female,66,16,Two year,Bank Transfer,1166.1,18662.33,Yes,No,0
CUST-1815,Male,64,32,One year,Bank Transfer,1626.34,52081.92,No,Yes,0
CUST-1816,Male,29,32,Two year,Mailed Check,2062.71,65982.99,Yes,No,0
CUST-1817,Male,33,11,One year,UPI / Electronic,1331.94,14648.56,Yes,Yes,0
CUST-1818,Female,41,10,Month-to-month,UPI / Electronic,1228.84,12270.83,No,No,1
CUST-1819,Male,36,15,One year,UPI / Electronic,2489.4,37386.21,No,No,0
CUST-1820,Male,25,17,Two year,Bank Transfer,322.09,5507.89,Yes,Yes,0
CUST-1821,Female,48,40,Month-to-month,Mailed Check,2268.14,90746.5,Yes,No,0
CUST-1822,Female,38,18,Two year,Bank Transfer,627.11,11296.74,No,Yes,0
CUST-1823,Male,34,55,Month-to-month,Bank Transfer,2028.04,111574.26,No,No,1
CUST-1824,Female,40,25,Month-to-month,UPI / Electronic,1658.45,41450.48,No,Yes,1
CUST-1825,Female,54,59,Two year,Bank Transfer,1051.06,62007.3,No,No,0
CUST-1826,Male,33,22,Month-to-month,Credit Card,2221.52,48896.44,No,No,1
CUST-1827,Female,23,30,Month-to-month,Bank Transfer,327.4,9807.78,No,Yes,0
CUST-1828,Male,25,44,Month-to-month,Credit Card,797.72,35056.07,No,Yes,1
CUST-1829,Female,42,32,Two year,Bank Transfer,1546.16,49434.55,No,Yes,0
CUST-1830,Male,35,51,Month-to-month,Mailed Check,1072.39,54653.43,Yes,No,0
CUST-1831,Male,42,46,Two year,Mailed Check,1641.83,75561.15,No,Yes,0
CUST-1832,Male,29,21,Month-to-month,UPI / Electronic,352.04,7390.06,No,Yes,1
CUST-1833,Female,32,32,Two year,Bank Transfer,555.21,17788.01,Yes,No,0
CUST-1834,Male,43,39,Two year,Credit Card,578.61,22555.08,No,Yes,0
CUST-1835,Female,58,12,Month-to-month,Credit Card,715.42,8560.91,Yes,No,1
CUST-1836,Male,62,47,Month-to-month,Bank Transfer,1309.53,61532.63,No,Yes,0
CUST-1837,Male,43,18,Month-to-month,Credit Card,1953.68,35195.66,No,Yes,0
CUST-1838,Female,64,21,One year,Mailed Check,2291.19,48127.51,No,No,0
CUST-1839,Male,49,13,Month-to-month,Credit Card,2136.82,27822.42,No,Yes,0
CUST-1840,Male,27,21,Month-to-month,UPI / Electronic,732.15,15393.12,Yes,Yes,0
CUST-1841,Female,33,8,Month-to-month,Mailed Check,1269.53,10163.26,No,No,0
CUST-1842,Male,24,46,Month-to-month,Mailed Check,737.71,33945.68,No,Yes,1
CUST-1843,Male,34,7,Month-to-month,Mailed Check,880.84,6210.12,No,No,1
CUST-1844,Male,40,23,One year,Bank Transfer,1406.8,32385.22,No,No,0
CUST-1845,Male,43,22,Two year,Bank Transfer,448.84,9826.88,No,Yes,0
CUST-1846,Female,38,22,Month-to-month,Mailed Check,778.98,17140.97,No,Yes,1
CUST-1847,Female,39,29,One year,Bank Transfer,2356.83,68366.9,Yes,No,0
CUST-1848,Male,24,13,Month-to-month,Credit Card,1324.46,17242.85,No,Yes,0
CUST-1849,Female,31,2,Two year,Bank Transfer,1278.85,2529.01,No,Yes,0
CUST-1850,Male,32,29,Two year,Bank Transfer,331.05,9637.17,No,No,0
CUST-1851,Female,24,52,Two year,Mailed Check,843.28,43896.14,Yes,Yes,0
CUST-1852,Male,26,27,Two year,UPI / Electronic,2204.84,59504.35,Yes,No,1
CUST-1853,Male,68,50,Month-to-month,UPI / Electronic,661.18,33097.26,No,Yes,1
CUST-1854,Male,65,23,Two year,UPI / Electronic,1212.27,27841.91,No,Yes,0
CUST-1855,Male,25,44,One year,Credit Card,330.53,14498.89,No,Yes,0
CUST-1856,Male,67,22,Month-to-month,Bank Transfer,1351.34,29692.4,No,No,0
CUST-1857,Male,40,43,Two year,UPI / Electronic,345.25,14801.52,No,No,0
CUST-1858,Female,46,37,Month-to-month,Mailed Check,2102.14,77813.68,No,No,1
CUST-1859,Male,35,61,One year,UPI / Electronic,2113.68,128890.39,Yes,Yes,1
CUST-1860,Female,48,56,Month-to-month,UPI / Electronic,2032.03,113770.85,No,Yes,0
CUST-1861,Male,47,3,Month-to-month,Bank Transfer,922.4,2727.58,Yes,Yes,1
CUST-1862,Female,69,63,One year,Bank Transfer,2140.92,134857.5,No,Yes,0
CUST-1863,Female,56,19,One year,Bank Transfer,1493.6,28337.46,No,Yes,0
CUST-1864,Female,52,23,Month-to-month,Credit Card,1121.38,25808.54,No,No,1
CUST-1865,Male,35,29,Month-to-month,Credit Card,1674.73,48530.5,No,Yes,0
CUST-1866,Male,59,30,Two year,UPI / Electronic,326.15,9819.68,No,No,0
CUST-1867,Female,56,39,Month-to-month,Bank Transfer,613.51,23958.61,No,Yes,0
CUST-1868,Male,34,25,Month-to-month,UPI / Electronic,1932.05,48252.62,Yes,No,1
CUST-1869,Female,31,8,Two year,Mailed Check,836.16,6728.85,No,Yes,0
CUST-1870,Male,48,58,Two year,Mailed Check,1614.62,,Yes,Yes,0
CUST-1871,Female,41,16,Month-to-month,Bank Transfer,1146.23,18313.64,No,Yes,1
CUST-1872,Female,52,1,One year,Bank Transfer,2179.57,2132.81,Yes,Yes,0
CUST-1873,Male,61,5,Two year,Mailed Check,2394.31,11955.13,Yes,Yes,0
CUST-1874,Female,62,3,Two year,Bank Transfer,2242.84,6729.91,No,Yes,1
CUST-1875,Male,51,65,Month-to-month,Credit Card,894.36,58163.06,No,Yes,1
CUST-1876,Female,20,4,Month-to-month,Credit Card,726.16,2888.44,No,No,1
CUST-1877,Female,54,64,Month-to-month,Bank Transfer,1342.76,85957.19,Yes,No,0
CUST-1878,Male,60,10,Month-to-month,Mailed Check,315.14,3120.15,No,No,1
CUST-1879,Male,57,21,One year,UPI / Electronic,355.78,7496.44,Yes,Yes,0
CUST-1880,Male,43,46,Month-to-month,Bank Transfer,1516.24,69720.64,No,No,0
CUST-1881,Female,40,27,One year,Bank Transfer,1443.99,38952.08,No,Yes,0
CUST-1882,Male,61,66,Month-to-month,UPI / Electronic,2487.08,164115.82,No,Yes,0
CUST-1883,Female,56,41,Month-to-month,Bank Transfer,743.05,30433.26,No,Yes,0
CUST-1884,Female,32,13,Two year,UPI / Electronic,866.83,,Yes,Yes,0
CUST-1885,Male,66,9,Month-to-month,Mailed Check,548.79,4973.59,No,Yes,1
CUST-1886,Male,21,36,Month-to-month,Credit Card,2317.59,83391.2,No,Yes,1
CUST-1887,Female,46,58,Two year,Mailed Check,2010.18,116611.14,No,Yes,0
CUST-1888,Female,39,54,Month-to-month,Credit Card,2108.15,113855.53,No,No,1
CUST-1889,Male,42,12,One year,UPI / Electronic,2285.08,27458.21,Yes,No,0
CUST-1890,Male,30,14,One year,Credit Card,1453.78,20327.33,No,No,0
CUST-1891,Male,35,34,Month-to-month,Mailed Check,1291.63,,No,No,1
CUST-1892,Male,50,53,Two year,Credit Card,1025.86,54413.16,Yes,Yes,0
CUST-1893,Male,33,20,Month-to-month,UPI / Electronic,1595.27,31921.4,Yes,No,0
CUST-1894,Female,62,16,Month-to-month,Credit Card,1298.41,20763.44,Yes,No,0
CUST-1895,Female,59,70,Month-to-month,Bank Transfer,1292.44,90433.94,No,Yes,0
CUST-1896,Female,61,56,Month-to-month,Mailed Check,2360.24,132149.69,No,Yes,1
CUST-1897,Female,19,58,Two year,Bank Transfer,2463.87,142912.58,Yes,No,0
CUST-1898,Male,52,4,Month-to-month,UPI / Electronic,2051.27,8226.9,No,Yes,1
CUST-1899,Male,59,4,Month-to-month,Credit Card,1963.87,7817.92,No,No,0
CUST-1900,Male,51,20,Month-to-month,Bank Transfer,1796.23,35934.56,No,Yes,1
CUST-1901,Female,47,10,One year,Bank Transfer,664.36,6648.64,Yes,Yes,0
CUST-1902,Female,30,24,Month-to-month,Credit Card,429.03,10298.12,Yes,Yes,1
CUST-1903,Male,30,26,Month-to-month,Credit Card,1818.6,47302.61,No,Yes,1
CUST-1904,Male,35,37,One year,Mailed Check,1902.33,70419.95,Yes,No,0
CUST-1905,Female,49,54,Month-to-month,Bank Transfer,402.34,21708.66,Yes,No,1
CUST-1906,Female,49,21,Month-to-month,Bank Transfer,2340.71,49193.81,No,Yes,1
CUST-1907,Male,52,38,Month-to-month,UPI / Electronic,499.51,18947.44,No,Yes,1
CUST-1908,Male,56,46,Month-to-month,Mailed Check,927.98,42654.38,Yes,No,0
CUST-1909,Female,63,4,Two year,UPI / Electronic,1778.26,7089.72,Yes,No,0
CUST-1910,Male,69,60,Month-to-month,Bank Transfer,672.72,40325.15,Yes,Yes,0
CUST-1911,Male,46,57,Month-to-month,UPI / Electronic,420.91,23964.9,Yes,Yes,1
CUST-1912,Male,66,45,Month-to-month,Bank Transfer,1027.52,46199.04,No,No,0
CUST-1913,Female,46,20,One year,Bank Transfer,1984.14,39714.98,No,No,1
CUST-1914,Female,61,17,One year,UPI / Electronic,1209.09,20518.43,No,Yes,1
CUST-1915,Female,33,71,Month-to-month,UPI / Electronic,1735.54,123248.07,No,Yes,1
CUST-1916,Female,61,4,One year,Credit Card,1574.16,6251.43,No,No,1
CUST-1917,Female,64,14,One year,Credit Card,347.88,4915.17,Yes,No,0
CUST-1918,Female,27,3,Two year,Credit Card,2473.79,7442.49,No,Yes,0
CUST-1919,Female,47,58,Two year,Bank Transfer,390.14,22578.8,No,Yes,0
CUST-1920,Male,42,55,Month-to-month,UPI / Electronic,2428.17,133575.74,No,No,1
CUST-1921,Male,56,4,Month-to-month,Mailed Check,1508.7,6036.21,Yes,Yes,0
CUST-1922,Male,37,24,Month-to-month,Bank Transfer,2417.95,58058.74,No,Yes,0
CUST-1923,Male,22,34,Month-to-month,Mailed Check,551.46,18751.89,No,Yes,1
CUST-1924,Male,18,30,Two year,UPI / Electronic,1377.9,41351.1,No,Yes,0
CUST-1925,Male,47,19,Month-to-month,Bank Transfer,671.91,12794.92,Yes,No,0
CUST-1926,Male,66,31,Month-to-month,Mailed Check,411.14,12735.85,No,Yes,1
CUST-1927,Female,20,60,One year,Mailed Check,1657.56,99403.87,No,No,1
CUST-1928,Female,62,60,Month-to-month,Credit Card,756.12,45402.19,No,Yes,0
CUST-1929,Male,31,19,Month-to-month,Credit Card,1591.93,30234.76,No,Yes,0
CUST-1930,Male,47,49,Month-to-month,Credit Card,546.2,26763.4,Yes,Yes,0
CUST-1931,Female,67,63,Month-to-month,Bank Transfer,1029.37,64801.09,Yes,No,0
CUST-1932,Male,21,22,One year,UPI / Electronic,2018.59,44408.19,Yes,No,0
CUST-1933,Male,35,24,Month-to-month,UPI / Electronic,1260.51,30300.89,No,Yes,1
CUST-1934,Female,54,30,Month-to-month,Credit Card,1680.04,50379.03,Yes,No,1
CUST-1935,Male,42,58,Month-to-month,Credit Card,1723.41,99947.32,No,No,0
CUST-1936,Female,65,31,Month-to-month,Credit Card,2155.26,66831.78,No,No,1
CUST-1937,Male,18,64,One year,Mailed Check,1013.83,64916.6,Yes,Yes,0
